year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db8da509376,ca,37,24350,black,black,mercedes-benz financial services,51200,52250,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,GL-Class,GL350 BlueTEC 4MATIC,SUV,automatic,4jgdf2ee0da148032,ca,44,11740,silver,black,mercedes-benz financial services,57800,62750,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db3da519930,ca,36,13060,—,black,mercedes-benz financial services,53300,50250,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db1da494610,ca,42,23282,—,black,mercedes-benz financial services,51400,52000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db0da527970,ca,44,5794,black,black,mercedes-benz financial services,54500,55000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7dbxda510464,ca,41,30216,silver,black,mercedes-benz financial services,50200,50000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db1da500793,ca,36,19617,black,brown,mercedes-benz financial services,52000,51000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db8da528719,ca,37,24008,black,black,mercedes-benz financial services,51300,51500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db6da514737,ca,36,16279,black,black,mercedes-benz financial services,52600,53500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db0da504334,ca,37,24036,black,black,mercedes-benz financial services,51000,50500,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,Cayenne,GTS,SUV,automatic,wp1ad2a28dla77853,ca,38,12293,blue,brown,porsche financial services,73000,72250,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,Cayenne,GTS,SUV,automatic,wp1ad2a26dla71680,ca,41,27484,white,black,porsche financial services,70000,73750,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,911,Carrera 4S,Coupe,automatic,wp0ab2a92ds120965,ca,21,11619,silver,black,porsche financial services,88000,85000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,911,Carrera 4S,Convertible,automatic,wp0cb2a94ds156780,ca,44,19094,white,black,high bid trading co inc,86000,86000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2013,Porsche,911,Carrera S,Coupe,automatic,wp0ab2a97ds120380,ca,38,13851,black,black,porsche financial services,81000,83750,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,911,Carrera 4S,Coupe,automatic,wp0ab2a91ds121332,ca,48,3437,white,gray,porsche financial services,92000,93250,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,911,Carrera,Coupe,automatic,wp0aa2a94ds107587,ca,46,11655,white,black,porsche financial services,63000,73500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,911,Carrera S,Coupe,automatic,wp0ab2a9xds120776,ca,39,9071,black,beige,porsche financial services,83000,82750,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,Panamera,GTS,Sedan,automatic,wp0af2a78dl075527,ca,45,24168,brown,brown,porsche financial services,75000,72000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,911,Carrera S,Convertible,manual,wp0cb2a90ds155142,ca,43,18734,blue,blue,porsche financial services,81000,80250,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,Cadillac,Escalade,Premium,SUV,automatic,1gys4cef7er209356,nc,5,13782,silver,black,capital ford of charlotte inc,51800,53750,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Sport,Autobiography,SUV,automatic,salsp2e48da785582,ca,49,36215,black,white,hoehn motors inc,66000,66500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Sport,Luxury,SUV,automatic,salsk2d46da807501,ne,38,15513,black,tan,american national bank,53300,51200,Thu Feb 12 2015 04:15:00 GMT-0800 (PST)
2013,Lexus,LS 460,L,Sedan,automatic,jthdl5ef2d5005484,md,49,29639,black,beige,lexus of annapolis,54200,57750,Tue Jan 13 2015 01:30:00 GMT-0800 (PST)
2013,Lexus,LS 460,Base,Sedan,automatic,jthcl5ef6d5018489,tn,45,17964,gold,tan,wholesale inc # 2,47700,51000,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgdf7ce1da117257,ca,47,13317,white,gray,mercedes-benz usa,49900,58000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db1da504665,tx,44,16717,black,black,mercedes-benz financial services,52500,53500,Thu Jan 15 2015 03:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db1da508537,tx,39,11645,black,black,mercedes-benz financial services,53400,50500,Thu Jan 15 2015 03:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db9da522394,tx,38,14214,—,off-white,mercedes-benz financial services,53300,54000,Thu Feb 12 2015 03:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db9da500220,tx,34,21545,black,black,mercedes-benz financial services,51600,52000,Thu Feb 12 2015 03:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgdf7ce3da244074,ca,39,11020,gray,gray,mercedes-benz usa,50300,52500,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db8da517526,tx,43,22839,—,black,mercedes-benz financial services,51500,51000,Thu Jan 15 2015 03:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db1da516993,tx,44,23167,—,brown,mercedes-benz financial services,51400,51000,Thu Jan 15 2015 03:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wddjk7da0df011308,ca,43,15807,black,gray,mercedes-benz usa,74000,70500,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db3da504215,tx,41,23849,black,black,mercedes-benz financial services,51300,52750,Thu Jan 15 2015 03:00:00 GMT-0800 (PST)
2013,Porsche,Cayenne,S,SUV,automatic,wp1ab2a2xdla85216,fl,43,29688,black,black,tdaf remarketing,57600,59000,Tue Jan 27 2015 01:00:00 GMT-0800 (PST)
2012,Cadillac,CTS-V Wagon,Base,CTS-V Wagon,manual,1g6dv8ep4c0134105,ca,28,20499,blue,black,bmw of murrieta,42300,50500,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2012,Bentley,Continental Flying Spur,Base,Sedan,automatic,scbbr9zaxcc073686,ca,44,15641,blue,beige,desert european motorcars,110000,102000,Thu Jan 15 2015 12:00:00 GMT-0800 (PST)
2012,Fisker,Karma,Eco-Sport,Sedan,automatic,yh4k14aaxca001360,ca,42,1806,black,yellow,desert european motorcars,53700,54500,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,CLS-Class,CLS63 AMG,Sedan,automatic,wddlj7eb1ca008240,fl,44,13677,white,beige,action finance & leasing corporation,65000,66500,Tue Jan 27 2015 01:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,E-Class,E63 AMG,Sedan,automatic,wddhf7eb7ca610759,ca,39,29127,black,gray,mercedes-benz financial services,54800,55500,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,M-Class,ML63 AMG,SUV,automatic,4jgda7eb3ca048944,tx,27,58548,silver,gray,mercedes-benz financial services,56400,56250,Thu Jan 15 2015 03:00:00 GMT-0800 (PST)
2012,Porsche,Panamera,Turbo,Sedan,automatic,wp0ac2a76cl090566,fl,45,30280,black,gray,global motor sports inc,77000,80000,Tue Jan 13 2015 04:15:00 GMT-0800 (PST)
2012,Rolls-Royce,Ghost,Base,Sedan,automatic,sca664s58cux50727,fl,45,14316,black,beige,braman motorcars,154000,169500,Wed Jan 14 2015 01:40:00 GMT-0800 (PST)
2011,Porsche,Cayenne,Turbo,SUV,automatic,wp1ac2a24bla81222,ca,37,53616,black,black,coast sports cars inc,50500,52750,Wed Jan 14 2015 04:15:00 GMT-0800 (PST)
2010,Audi,R8,5.2 quattro,Coupe,manual,wuadnafg9an001149,ca,43,21128,black,black,commonwealth audi volkswagen,98000,99000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2010,Mercedes-Benz,G-Class,G55 AMG,SUV,automatic,wdcyc7bf8ax182084,wi,49,56728,black,black,mercedes-benz finc wholesale advantage,68000,69000,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
2008,Bentley,Continental GT Speed,Base,Coupe,automatic,scbcp73w88c059084,fl,42,34009,gray,gray,braman motorcars,73000,73500,Thu Jan 15 2015 01:40:00 GMT-0800 (PST)
2008,Porsche,911,Turbo,Coupe,automatic,wp0ad29988s783784,ca,49,55223,silver,black,desert european motorcars,55400,60000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2006,Bentley,Continental Flying Spur,Base,Sedan,automatic,scbbr53w16c034714,ca,46,13972,black,purple,desert european motorcars,55900,62500,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2015,Ford,F-250 Super Duty,Lariat,Crew Cab,automatic,1ft7w2bt3feb59249,fl,49,10487,white,black,tdaf remarketing,51000,51000,Tue Jan 20 2015 01:00:00 GMT-0800 (PST)
2014,Ford,F-150,SVT Raptor,SuperCrew,automatic,1ftfw1r62efc49913,mi,5,2252,black,black,ars-cpo,54600,54500,Wed Jan 14 2015 10:00:00 GMT-0800 (PST)
2014,Land Rover,Range Rover Sport,HSE,SUV,automatic,salwr2wf3ea325193,tx,48,27703,white,tan,music city autoplex llc,65000,71500,Wed Jan 21 2015 02:20:00 GMT-0800 (PST)
2014,Land Rover,Range Rover,Supercharged,SUV,automatic,salgs2ef7ea152398,ca,5,2282,black,black,land rover north america llc,105000,110000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,Land Rover,Range Rover Sport,HSE,SUV,automatic,salwg2wf3ea386811,ca,48,7147,white,beige,high bid trading co inc,74000,76500,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2015,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgdf6ee6fa515655,mi,5,240,black,black,kevins marysville auto sales inc,80000,73500,Thu Jan 15 2015 01:30:00 GMT-0800 (PST)
2014,Lexus,LS 460,Base,Sedan,automatic,jthbl5ef3e5126680,fl,44,14677,black,black,lexus of north miami,59200,61500,Wed Feb 18 2015 01:35:00 GMT-0800 (PST)
2014,Land Rover,Range Rover,Autobiography,SUV,automatic,salgv2ef5ea127894,ca,46,5194,gray,black,land rover north america llc,128000,131000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,Lexus,LS 460,Base,Sedan,automatic,jthbl5ef9e5127770,fl,45,15071,black,tan,lexus of pembroke pines,59600,57400,Wed Feb 11 2015 01:35:00 GMT-0800 (PST)
2014,Mercedes-Benz,E-Class,E63 AMG 4MATIC S-Model,Sedan,automatic,wddhf7gb2ea950286,ca,5,1356,gray,gray,mercedes-benz usa,77000,76000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2014,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddug8cb8ea054954,pr,48,3491,—,gray,mercedes-benz financial services,83000,106400,Thu Jan 15 2015 03:00:00 GMT-0800 (PST)
2014,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddug8cb3ea008187,ca,5,22,black,gray,mercedes-benz usa,82000,80000,Thu Jan 29 2015 04:00:00 GMT-0800 (PST)
2014,Porsche,Panamera,4,Sedan,automatic,wp0aa2a73el006051,ca,46,8047,silver,black,desert european motorcars,73000,75000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2013,Audi,A8,L 4.0T quattro,Sedan,automatic,waur2afdxdn020327,ca,42,9802,black,black,lexus of thousand oaks,47300,55000,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2013,BMW,7 Series,750Li xDrive,Sedan,automatic,wbayf8c50dde59096,fl,42,9666,blue,white,tdaf remarketing,54500,55000,Tue Jan 20 2015 01:00:00 GMT-0800 (PST)
2013,BMW,6 Series Gran Coupe,650i,Sedan,automatic,wba6b2c58dd128683,ca,24,23378,white,black,financial services remarketing (lease),48700,52000,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2014,BMW,X5,xDrive35i,SUV,automatic,5uxkr0c57e0k49665,ca,5,8284,white,black,mckenna audi/mckenna bmw,54600,55000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2014,BMW,M5,Base,Sedan,automatic,wbsfv9c54ed593037,ga,42,10221,black,black,the hertz corporation,73000,70500,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2014,BMW,6 Series Gran Coupe,650i,Sedan,automatic,wba6b2c57ed129518,ga,41,15163,white,black,the hertz corporation,59600,58300,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2014,BMW,X5,xDrive35i,SUV,automatic,5uxkr0c52e0k49699,ca,49,8452,black,black,mckenna audi/mckenna bmw,54500,53000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2014,BMW,X5,xDrive35i,SUV,automatic,5uxkr0c50e0k49202,ca,5,7106,black,black,mckenna audi/mckenna bmw,54900,54000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2014,BMW,X5,xDrive50i,SUV,automatic,5uxkr6c56e0j71561,fl,26,8125,blue,brown,braman motors,61000,50000,Thu Feb 26 2015 01:40:00 GMT-0800 (PST)
2014,BMW,X5,xDrive35i,SUV,automatic,5uxkr0c58e0k49674,ca,46,7343,white,black,mckenna audi/mckenna bmw,54800,56000,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2013,Ford,Shelby GT500,Base,Coupe,manual,1zvbp8jz7d5243455,ca,46,7419,gray,black,west coast motors,52400,50000,Tue Jan 13 2015 12:00:00 GMT-0800 (PST)
2013,Land Rover,Range Rover,HSE,SUV,manual,salgs2df5da120436,pa,48,13610,black,black,rosenthal jaguar landrover of tysons corner,85000,85000,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
2013,Lexus,LX 570,Base,SUV,automatic,jtjhy7ax2d4106722,ca,44,40648,black,black,lexus of thousand oaks,63000,63000,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2013,Lexus,LX 570,Base,SUV,automatic,jtjhy7ax1d4126461,wi,44,30751,white,black,bredemann lexus in glenview,65000,63800,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
2013,Lexus,LX 570,Base,SUV,automatic,jtjhy7ax3d4092703,nj,36,39558,silver,black,lexus of southampton,61000,57250,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wddjk7da9df018824,tx,36,3820,silver,red,mercedes-benz finc wholesale advantage,78000,76500,Thu Feb 12 2015 03:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgdf7ce5da171225,ca,39,24516,black,black,mercedes-benz finc wholesale advantage,48300,55000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wddjk7da6df019896,tx,44,9336,red,black,mercedes-benz finc wholesale advantage,76000,73000,Thu Feb 12 2015 03:00:00 GMT-0800 (PST)
2013,Nissan,GT-R,Premium,Coupe,automatic,jn1ar5ef5dm261355,nj,43,9061,gray,gray,all american ford inc,74000,70000,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
2013,Porsche,911,Carrera,Coupe,automatic,wp0aa2a96ds107784,ca,48,11771,black,black,elad motors,63000,71000,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2014,Chevrolet,Corvette Stingray,Base,Convertible,automatic,1g1yf3d77e5114008,tx,48,4734,yellow,black,hopper motorplex inc,58600,61750,Wed Jan 14 2015 02:15:00 GMT-0800 (PST)
2012,Bentley,Continental GT,Base,Coupe,automatic,scbfr7zaxcc070647,ca,41,18386,black,beige,fratelli investment group,115000,125000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,CL-Class,CL550 4MATIC,Coupe,automatic,wddej9eb5ca029340,ca,41,44797,black,black,mercedes-benz finc wholesale advantage,53100,50500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wdbsk7ba3cf167888,tx,49,38176,black,black,pro financial inc,53500,54200,Wed Jan 14 2015 02:20:00 GMT-0800 (PST)
2012,Porsche,Panamera,S,Sedan,automatic,wp0ab2a70cl060496,ca,21,22752,black,black,remarketing by ge/manheim riverside,60000,54250,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Porsche,Panamera,S,Sedan,automatic,wp0ab2a72cl062041,ca,42,32871,white,black,bmw north scottsdale,57400,59750,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,Porsche,911,Carrera S,Coupe,manual,wp0ab2a90bs720218,wi,48,4459,black,gray,cat wholesale llc,66000,63800,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
2015,Chevrolet,Suburban,LTZ,SUV,automatic,1gnsckkc2fr221744,fl,48,15176,white,tan,enterprise veh exchange/rental,53300,52500,Fri Jan 23 2015 01:15:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnskckc1fr107954,tx,46,26183,black,gray,pm standley motorcars,51300,51300,Wed Jan 14 2015 02:20:00 GMT-0800 (PST)
2015,GMC,Yukon,SLT,SUV,automatic,1gks2bkc6fr206082,il,4,5918,red,black,gm remarketing,53100,52800,Thu Mar 05 2015 03:00:00 GMT-0800 (PST)
2014,Ford,Shelby GT500,Base,Coupe,manual,1zvbp8jz0e5216289,pa,43,17529,black,black,r hollenshead auto sales inc,51200,50750,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2014,Infiniti,QX80,Base,SUV,automatic,jn8az2ne0e9062970,tx,46,9053,purple,tan,music city autoplex llc,59700,60000,Wed Feb 18 2015 02:20:00 GMT-0800 (PST)
2014,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddug8cb5ea064096,ca,43,13349,black,gray,mercedes-benz finc wholesale advantage,82000,80000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,Mercedes-Benz,CLS-Class,CLS550,Sedan,automatic,wddlj7db7ea118746,ca,5,2316,gray,black,mercedes-benz usa,61000,56500,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2014,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgda5jb7ea328198,ca,39,5283,silver,black,high bid trading co inc,44400,53250,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2014,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgdf7ce8ea336508,ga,45,23888,gray,black,sixt rent a car llc,58000,54900,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2014,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgdf7ce9ea293653,ca,49,12809,black,black,mercedes-benz finc wholesale advantage,61000,64000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,Nissan,GT-R,Premium,Coupe,automatic,jn1ar5efxem270683,ca,44,8691,black,black,caseys cars inc,76000,78500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d43da795439,nj,49,19134,white,tan,royalton auto enterprises inc,52000,50400,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Sport,Supercharged Limited Edition,SUV,automatic,salsh2e40da804171,pa,37,20387,black,black,harrison auto sales,55200,54500,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2013,Nissan,GT-R,Black Edition,Coupe,automatic,jn1ar5ef7dm261230,nv,29,9905,black,black,manheim dallas,79000,63000,Fri Jan 23 2015 04:00:00 GMT-0800 (PST)
2013,Tesla,Model S,Performance,Sedan,automatic,5yjsa1cp2dfp10044,tn,41,14565,red,black,wholesale inc # 2,81000,81500,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2013,Toyota,Land Cruiser,Base,SUV,automatic,jtmhy7aj9d4017714,wa,47,41346,white,black,heartland toyota scion,54900,54500,Wed Feb 04 2015 05:10:00 GMT-0800 (PST)
2014,Chevrolet,Corvette Stingray,Base,Convertible,automatic,1g1yb3d75e5122104,tx,48,371,blue,gray,music city autoplex llc,58000,56500,Wed Jan 21 2015 02:20:00 GMT-0800 (PST)
2014,Chevrolet,Corvette Stingray,Z51,Coupe,manual,1g1yl2d72e5105669,tn,44,3621,red,red,landers mclarty chevrolet,58000,58800,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2012,Land Rover,Range Rover,HSE,SUV,automatic,salme1d44ca368128,ca,45,8782,black,black,fiserv/usb dealer services northstar exchange,53700,56500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,BMW,X6 M,Base,SUV,automatic,5ymgz0c54blk14252,pa,45,7501,blue,black,harrison auto sales,52500,55000,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnskckc0fr221475,ne,39,18741,black,black,enterprise vehicle exchange/davenport,52500,52600,Thu Jan 15 2015 02:30:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnscckc5fr184856,tx,5,9798,gold,brown,driscoll motors,51700,52000,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2014,Land Rover,Range Rover Sport,HSE,SUV,automatic,salwr2wf1ea326598,nj,49,6558,white,gray,hatt auto sales llc,75000,72750,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2014,Toyota,Land Cruiser,Base,SUV,automatic,jtmhy7aj6e4023360,co,44,23719,white,black,ez rent a car/orlando,59300,60100,Wed Feb 11 2015 03:30:00 GMT-0800 (PST)
2014,BMW,M6 Gran Coupe,Base,Sedan,automatic,wbs6c9c52edv73861,ca,46,13485,—,black,eurocar,100000,90000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2012,Maserati,GranTurismo,MC,Coupe,automatic,zam45mla5c0065098,ca,45,26531,white,black,fratelli investment group,78000,84000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2009,Audi,R8,quattro,Coupe,automatic,wuaau34219n002526,ca,44,19566,blue,beige,ferrari of orange county,84000,78500,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2008,Bentley,Continental GTC,Base,Convertible,automatic,scbdr33w58c052620,ca,28,36158,blue,blue,ferrari of orange county,73000,70500,Wed Jan 28 2015 10:00:00 GMT-0800 (PST)
2014,Ford,Shelby GT500,Base,Coupe,manual,1zvbp8jz5e5270896,ga,47,11649,white,black,don jackson chrysler dodge jeep,52300,53200,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2014,Jaguar,F-TYPE,V8 S,Convertible,automatic,sajwa6gl6emk03664,ca,49,8126,black,black,the auto gallery,72000,69500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wddjk7da7df007742,ca,4,28315,silver,gray,mercedes-benz finc wholesale advantage,69000,68000,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnskckc3fr197575,nj,48,10055,black,black,enterprise veh exchange/rental,54300,53500,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2007,Bentley,Continental Flying Spur,Base,Sedan,automatic,scbbr93w87c040339,ca,25,49904,gray,brown,desert european motorcars,57600,54500,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2015,Jaguar,F-TYPE,R,Coupe,automatic,sajwa6da8fmk16257,ca,5,548,white,red,specialized sales and leasing,92000,95250,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,Land Rover,Range Rover,Autobiography,SUV,automatic,salgv2ef6ea128312,ca,46,8486,black,black,high bid trading co inc,123000,123000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,SL-Class,SL63 AMG,Convertible,automatic,wddjk7ea2df015097,ca,45,14189,white,black,eurocar,100000,98000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2011,Maserati,GranTurismo Convertible,Base,GranTurismo Convertible,automatic,zam45kma6b0059070,ca,45,16088,silver,black,eurocar,73000,69500,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2010,Maserati,GranTurismo,S Automatic,Coupe,automatic,zam45kla8a0050077,ca,39,17308,black,black,rusnak pasadena jaguar sterling pasadena,63000,66000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2009,Audi,R8,quattro,Coupe,automatic,wuaau34289n002877,ca,4,24261,white,tan,bidlane llc,83000,82500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2008,Audi,R8,quattro,Coupe,manual,wuaau34218n004775,ca,47,18150,gray,black,jakes motorcars,80000,79250,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2006,Bentley,Continental Flying Spur,Base,Sedan,automatic,scbbr53wx6c034629,ca,32,68483,white,black,bidlane llc,50700,52000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2006,Bentley,Continental Flying Spur,Base,Sedan,automatic,scbbr53w568038753,ca,48,29545,silver,black,clear view systems,54400,57000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnskckc8fr237732,nv,46,19741,black,black,ars/budget rac of utah & idaho,52700,51400,Fri Jan 16 2015 04:00:00 GMT-0800 (PST)
2014,Lexus,GX 460,Luxury,SUV,automatic,jtjjm7fx2e5083945,pa,48,11235,gray,black,r hollenshead auto sales inc,53200,52000,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2014,Land Rover,Range Rover,Supercharged LWB,SUV,automatic,salgs3tf5ea155549,ca,5,107,black,brown,high bid trading co inc,108000,116000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2014,Maserati,Ghibli,S Q4,Sedan,automatic,zam57rta7e1080226,ca,44,12290,white,black,specialized sales and leasing,59400,59500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,Audi,RS 7,Prestige quattro,Sedan,automatic,wuaw2afc6en903990,ca,48,6110,black,black,high bid trading co inc,103000,104000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2013,Ford,F-150,SVT Raptor,SuperCrew,automatic,1ftfw1r68dfb21349,ca,24,21020,red,black,mckenna audi/mckenna bmw,47900,64000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2014,BMW,5 Series,550i xDrive,Sedan,automatic,wbakp9c53ed693028,nv,41,6160,white,black,financial services remarketing (repos),65000,65250,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
